Date,XOM
2023-11-08,95.14100646972656
2023-11-09,95.1687240600586
2023-11-10,95.8989486694336
2023-11-13,96.90646362304688
2023-11-14,97.27957153320312
2023-11-15,96.69192504882812
2023-11-16,95.57260131835938
2023-11-17,97.904541015625
2023-11-20,97.4754638671875
2023-11-21,97.43814086914062
2023-11-22,97.01840209960938
2023-11-24,97.5407485961914
2023-11-27,96.97174835205078
2023-11-28,96.91580200195312
2023-11-29,95.46065521240234
2023-11-30,95.8337631225586
2023-12-01,96.06696319580078
2023-12-04,95.54460144042969
2023-12-05,93.6883773803711
2023-12-06,92.4477767944336
2023-12-07,91.80416870117188
2023-12-08,92.85820770263672
2023-12-11,92.92349243164062
2023-12-12,91.45902252197266
2023-12-13,92.27053833007812
2023-12-14,94.75175476074219
2023-12-15,94.11746215820312
2023-12-18,94.81703186035156
2023-12-19,96.06696319580078
2023-12-20,94.46258544921875
2023-12-21,94.89167785644531
2023-12-22,95.0595703125
2023-12-26,95.27410125732422
2023-12-27,94.82635498046875
2023-12-28,93.4551773071289
2023-12-29,93.2593002319336
2024-01-02,95.47930908203125
2024-01-03,96.28150177001953
2024-01-04,95.44200134277344
2024-01-05,95.73116302490234
2024-01-08,94.1361083984375
2024-01-09,92.97013854980469
2024-01-10,92.0560073852539
2024-01-11,92.037353515625
2024-01-12,93.23131561279297
2024-01-16,91.12323760986328
2024-01-17,90.46095275878906
2024-01-18,90.29306030273438
2024-01-19,90.43297576904297
2024-01-22,90.31170654296875
2024-01-23,91.32844543457031
2024-01-24,92.90483093261719
2024-01-25,95.2647705078125
2024-01-26,96.07628631591797
2024-01-29,96.19754028320312
2024-01-30,97.80192565917969
2024-01-31,95.89906311035156
2024-02-01,95.50729370117188
2024-02-02,95.11551666259766
2024-02-05,94.72377014160156
2024-02-06,95.37670135498047
2024-02-07,95.34872436523438
2024-02-08,96.9810791015625
2024-02-09,94.92897033691406
2024-02-12,96.23487091064453
2024-02-13,95.4063720703125
2024-02-14,94.93566131591797
2024-02-15,97.65644836425781
2024-02-16,97.65644836425781
2024-02-20,96.73382568359375
2024-02-21,98.71086883544922
2024-02-22,98.62615203857422
2024-02-23,97.760009765625
2024-02-26,98.14599609375
2024-02-27,97.93888092041016
2024-02-28,98.21190643310547
2024-02-29,98.40018463134766
2024-03-01,99.64289855957031
2024-03-04,98.24956512451172
2024-03-05,99.4546127319336
2024-03-06,100.51844787597656
2024-03-07,101.08332061767578
2024-03-08,102.03418731689453
2024-03-11,102.63671112060547
2024-03-12,101.97769927978516
2024-03-13,103.11685180664062
2024-03-14,104.94325256347656
2024-03-15,104.75497436523438
2024-03-18,105.72466278076172
2024-03-19,106.4684066772461
2024-03-20,106.374267578125
2024-03-21,106.84497833251953
2024-03-22,106.84497833251953
2024-03-25,107.93707275390625
2024-03-26,107.12742614746094
2024-03-27,108.23832702636719
2024-03-28,109.43396759033203
2024-04-01,110.14006042480469
2024-04-02,112.29597473144531
2024-04-03,112.31481170654297
2024-04-04,112.710205078125
2024-04-05,114.26361083984375
2024-04-08,113.49162292480469
2024-04-09,114.08472442626953
2024-04-10,115.04500579833984
2024-04-11,114.65901184082031
2024-04-12,113.32215881347656
2024-04-15,112.67254638671875
2024-04-16,111.74051666259766
2024-04-17,111.68402099609375
2024-04-18,111.58047485351562
2024-04-19,112.86083984375
2024-04-22,113.50102233886719
2024-04-23,113.94351196289062
2024-04-24,113.96234130859375
2024-04-25,114.22594451904297
2024-04-26,111.05326080322266
2024-04-29,112.63489532470703
2024-04-30,111.34510803222656
2024-05-01,109.23626708984375
2024-05-02,109.43396759033203
2024-05-03,109.2080307006836
2024-05-06,109.91411590576172
2024-05-07,109.3680648803711
2024-05-08,109.3492431640625
2024-05-09,111.50515747070312
2024-05-10,111.05326080322266
2024-05-13,111.00619506835938
2024-05-14,111.68004608154297
2024-05-15,112.5437240600586
2024-05-16,111.86986541748047
2024-05-17,113.54976654052734
2024-05-20,112.62914276123047
2024-05-21,111.85089111328125
2024-05-22,109.60153198242188
2024-05-23,107.7318115234375
2024-05-24,107.6463851928711
2024-05-28,109.01309204101562
2024-05-29,107.845703125
2024-05-30,108.1873779296875
2024-05-31,111.29092407226562
2024-06-03,108.62395477294922
2024-06-04,106.9345703125
2024-06-05,107.36165618896484
2024-06-06,108.16838073730469
2024-06-07,107.01050567626953
2024-06-10,107.3237075805664
2024-06-11,106.46001434326172
2024-06-12,105.28314208984375
2024-06-13,104.43844604492188
2024-06-14,103.5557861328125
2024-06-17,102.84397888183594
2024-06-18,103.81204223632812
2024-06-20,106.05191040039062
2024-06-21,105.1218032836914
2024-06-24,108.24432373046875
2024-06-25,108.54803466796875
2024-06-26,108.58601379394531
2024-06-27,109.0510482788086
2024-06-28,109.25985717773438
2024-07-01,109.10799407958984
2024-07-02,108.36770629882812
2024-07-03,108.91818237304688
2024-07-05,107.59893798828125
2024-07-08,106.4695053100586
2024-07-09,105.29264068603516
2024-07-10,106.22274780273438
2024-07-11,107.48503875732422
2024-07-12,107.50402069091797
2024-07-15,109.34526824951172
2024-07-16,110.13301849365234
2024-07-17,111.65158081054688
2024-07-18,112.7525405883789
2024-07-19,110.16149139404297
2024-07-22,109.40221405029297
2024-07-23,107.63690185546875
2024-07-24,109.15544891357422
2024-07-25,111.45225524902344
2024-07-26,111.35735321044922
2024-07-29,110.1899642944336
2024-07-30,112.15459442138672
2024-07-31,112.55320739746094
2024-08-01,110.99668884277344
2024-08-02,110.93025970458984
2024-08-05,108.92767333984375
2024-08-06,108.34872436523438
2024-08-07,109.79134368896484
2024-08-08,111.88883972167969
2024-08-09,112.79997253417969
2024-08-12,112.94234466552734
2024-08-13,111.8603744506836
2024-08-14,112.89488983154297
2024-08-15,113.59330749511719
2024-08-16,113.05753326416016
2024-08-19,113.40196228027344
2024-08-20,109.62284851074219
2024-08-21,108.92442321777344
2024-08-22,109.76636505126953
2024-08-23,111.28756713867188
2024-08-26,113.66983032226562
2024-08-27,112.58873748779297
2024-08-28,111.47891998291016
2024-08-29,113.01925659179688
2024-08-30,112.83748626708984
2024-09-03,110.47434997558594
2024-09-04,109.12535095214844
2024-09-05,108.27384948730469
2024-09-06,107.76677703857422
2024-09-09,110.03424835205078
2024-09-10,106.02552032470703
2024-09-11,104.97311401367188
2024-09-12,106.41778564453125
2024-09-13,106.34124755859375
2024-09-16,107.83375549316406
2024-09-17,109.24015808105469
2024-09-18,109.62284851074219
2024-09-19,110.98140716552734
2024-09-20,110.28298950195312
2024-09-23,112.28258514404297
2024-09-24,111.9859848022461
2024-09-25,109.80463409423828
2024-09-26,107.91986846923828
2024-09-27,110.8092041015625
2024-09-30,112.14863586425781
2024-10-01,114.74138641357422
2024-10-02,116.26260375976562
2024-10-03,117.27674865722656
2024-10-04,119.42940521240234
2024-10-07,119.94603729248047
2024-10-08,116.76009368896484
2024-10-09,116.80792999267578
2024-10-10,117.81251525878906
2024-10-11,118.26217651367188
2024-10-14,118.71183776855469
2024-10-15,115.1432113647461
2024-10-16,115.43981170654297
2024-10-17,115.1432113647461
2024-10-18,114.81792449951172
2024-10-21,114.88490295410156
2024-10-22,115.47807312011719
2024-10-23,115.06668090820312
2024-10-24,114.41609954833984
2024-10-25,114.32042694091797
2024-10-28,113.75595092773438
2024-10-29,112.2060317993164
2024-10-30,111.64156341552734
2024-10-31,111.72766876220703
2024-11-01,109.97684478759766
2024-11-04,113.4784927368164
2024-11-05,113.81334686279297
2024-11-06,115.76509857177734
2024-11-07,115.90861511230469
2024-11-08,115.87033081054688
2024-11-11,115.25802612304688
2024-11-12,115.1432113647461
2024-11-13,116.21476745605469
2024-11-14,116.29193115234375
2024-11-15,115.086181640625
2024-11-18,116.05078125
2024-11-19,114.43025970458984
2024-11-20,116.06043243408203
2024-11-21,117.6134262084961
2024-11-22,117.47838592529297
2024-11-25,115.72281646728516
2024-11-26,113.79362487792969
2024-11-27,113.49459838867188
2024-11-29,113.78397369384766
2024-12-02,113.67787170410156
2024-12-03,113.50423431396484
2024-12-04,110.2342529296875
2024-12-05,110.716552734375
2024-12-06,109.54939270019531
2024-12-09,108.90311431884766
2024-12-10,108.6812515258789
2024-12-11,107.95780181884766
2024-12-12,107.86133575439453
2024-12-13,106.9160385131836
2024-12-16,104.62994384765625
2024-12-17,104.18623352050781
2024-12-18,102.65251922607422
2024-12-19,101.77473449707031
2024-12-20,102.12199401855469
2024-12-23,102.53677368164062
2024-12-24,102.63322448730469
2024-12-26,102.72003936767578
2024-12-27,102.71038818359375
2024-12-30,102.01587677001953
2024-12-31,103.76180267333984
2025-01-02,103.51100158691406
2025-01-03,104.04154205322266
2025-01-06,103.92578125
2025-01-07,104.9000244140625
2025-01-08,103.14446258544922
2025-01-10,102.76826477050781
2025-01-13,105.42091369628906
2025-01-14,105.835693359375
2025-01-15,107.56232452392578
2025-01-16,107.3790512084961
2025-01-17,108.34364318847656
2025-01-21,107.52373504638672
2025-01-22,105.65242004394531
2025-01-23,106.2504653930664
2025-01-24,104.81321716308594
2025-01-27,106.2697525024414
2025-01-28,104.21515655517578
2025-01-29,104.82286071777344
2025-01-30,105.69100189208984
2025-01-31,103.0479965209961
2025-02-03,103.29878997802734
2025-02-04,106.06719207763672
2025-02-05,105.99002838134766
2025-02-06,104.59135437011719
2025-02-07,105.03507232666016
2025-02-10,107.04143524169922
2025-02-11,107.71665954589844
2025-02-12,104.4758071899414
2025-02-13,105.23493194580078
2025-02-14,105.34198760986328
2025-02-18,107.19111633300781
2025-02-19,107.34683227539062
2025-02-20,109.00131225585938
2025-02-21,107.72638702392578
2025-02-24,108.29085540771484
2025-02-25,106.7920913696289
2025-02-26,106.52931213378906
2025-02-27,107.20084381103516
2025-02-28,108.34925842285156
2025-03-03,104.87483978271484
2025-03-04,104.66072082519531
2025-03-05,102.61695098876953
2025-03-06,104.73858642578125
2025-03-07,106.1010971069336
2025-03-10,108.80667877197266
2025-03-11,106.23735809326172
2025-03-12,106.2081527709961
2025-03-13,105.76046752929688
2025-03-14,108.90399169921875
2025-03-17,110.71419525146484
2025-03-18,110.59740447998047
2025-03-19,112.32002258300781
2025-03-20,112.7968978881836
2025-03-21,112.40760040283203
2025-03-24,112.69957733154297
2025-03-25,113.46841430664062
2025-03-26,115.10343933105469
2025-03-27,114.73361206054688
2025-03-28,114.5779037475586
2025-03-31,115.74576568603516
2025-04-01,115.85282897949219
2025-04-02,115.49273681640625
2025-04-03,109.4197998046875
2025-04-04,101.54640197753906
2025-04-07,100.18388366699219
2025-04-08,98.07199096679688
2025-04-09,102.96731567382812
2025-04-10,97.25447845458984
2025-04-11,100.37853240966797
2025-04-14,100.62183380126953
2025-04-15,100.339599609375
2025-04-16,101.40042877197266
2025-04-17,104.05732727050781
2025-04-21,102.52935791015625
2025-04-22,105.40038299560547
2025-04-23,104.49528503417969
2025-04-24,105.7215347290039
2025-04-25,105.66315460205078
2025-04-28,105.7215347290039
2025-04-29,105.45877838134766
2025-04-30,102.80186462402344
2025-05-01,102.94784545898438
2025-05-02,103.3663330078125
2025-05-05,100.50505065917969
2025-05-06,101.906494140625
2025-05-07,101.80917358398438
2025-05-08,103.23008728027344
2025-05-09,104.43687438964844
2025-05-12,106.23735809326172
2025-05-13,106.52931213378906
2025-05-14,105.57556915283203
2025-05-15,106.64614868164062
2025-05-16,106.26309967041016
2025-05-19,104.57372283935547
2025-05-20,103.08079528808594
2025-05-21,101.81377410888672
2025-05-22,101.13606262207031
2025-05-23,101.19499206542969
2025-05-27,101.67626190185547
2025-05-28,100.2913818359375
2025-05-29,100.86105346679688
2025-05-30,100.4780044555664
2025-06-02,101.21463775634766
2025-06-03,101.95128631591797
2025-06-04,100.4780044555664
2025-06-05,100.01637268066406
2025-06-06,102.41291046142578
2025-06-09,103.1004409790039
2025-06-10,105.31037139892578
2025-06-11,107.36314392089844
2025-06-12,107.77566528320312
2025-06-13,110.12310028076172
2025-06-16,110.47669219970703
2025-06-17,111.96961212158203
2025-06-18,111.17404174804688
2025-06-20,112.65714263916016
2025-06-23,109.74986267089844
2025-06-24,106.4104232788086
2025-06-25,106.43988800048828
2025-06-26,108.03103637695312
2025-06-27,107.43190002441406
2025-06-30,105.88004302978516
2025-07-01,107.29438781738281
2025-07-02,109.07215881347656
2025-07-03,110.20166778564453
2025-07-07,109.13108825683594
2025-07-08,112.1562271118164
2025-07-09,111.77318572998047
2025-07-10,112.88304901123047
2025-07-11,113.3741455078125
2025-07-14,111.89103698730469
2025-07-15,110.89903259277344
2025-07-16,110.23114013671875
2025-07-17,109.67129516601562
2025-07-18,105.85057067871094
2025-07-21,106.1255874633789
2025-07-22,106.60685729980469
2025-07-23,107.97209930419922
2025-07-24,108.81678771972656
2025-07-25,108.43373107910156
2025-07-28,109.45521545410156
2025-07-29,110.86956024169922
2025-07-30,109.90702056884766
2025-07-31,109.65164947509766
2025-08-01,107.68727111816406
2025-08-04,105.45770263671875
2025-08-05,105.33000946044922
2025-08-06,104.6130142211914
2025-08-07,104.06298828125
2025-08-08,104.89785766601562
2025-08-11,103.94512939453125
2025-08-12,104.23977661132812
2025-08-13,105.68360137939453
2025-08-14,105.46752166748047
2025-08-15,105.566650390625
2025-08-18,105.79466247558594
2025-08-19,106.48858642578125
2025-08-20,107.5889663696289
2025-08-21,108.28289794921875
2025-08-22,110.31511688232422
2025-08-25,110.77112579345703
2025-08-26,110.5232925415039
2025-08-27,111.77237701416016
2025-08-28,112.36717224121094
2025-08-29,113.29901885986328
2025-09-02,113.695556640625
2025-09-03,110.93965911865234
2025-09-04,111.42540740966797
2025-09-05,108.28289794921875
2025-09-08,108.89751434326172
2025-09-09,109.69058227539062
2025-09-10,111.52454376220703
2025-09-11,111.16766357421875
2025-09-12,111.18749237060547
2025-09-15,111.37583923339844
2025-09-16,113.68563842773438
2025-09-17,114.29035186767578
2025-09-18,112.942138671875
2025-09-19,111.84176635742188
2025-09-22,111.04869842529297
2025-09-23,112.96196746826172
2025-09-24,113.5666732788086
2025-09-25,114.5877456665039
2025-09-26,116.20361328125
2025-09-29,113.22962951660156
2025-09-30,111.77237701416016
2025-10-01,111.01895904541016
2025-10-02,110.32503509521484
2025-10-03,112.2779541015625
2025-10-06,113.20980072021484
2025-10-07,113.26927947998047
2025-10-08,113.03135681152344
2025-10-09,111.93099212646484
2025-10-10,109.76988983154297
2025-10-13,111.26679229736328
2025-10-14,111.31636047363281
2025-10-15,110.64225769042969
2025-10-16,109.68067169189453
2025-10-17,111.26679229736328
2025-10-20,111.7228012084961
2025-10-21,111.73271942138672
2025-10-22,113.71537780761719
2025-10-23,114.97437286376953
2025-10-24,114.38948059082031
2025-10-27,114.9347152709961
2025-10-28,114.03260040283203
2025-10-29,115.4402847290039
2025-10-30,113.695556640625
2025-10-31,113.36841583251953
2025-11-03,112.77362060546875
2025-11-04,113.15032196044922
2025-11-05,112.6943130493164
2025-11-06,113.5072021484375
2025-11-07,116.20361328125
2025-11-10,117.1949462890625
2025-11-11,118.74141693115234
2025-11-12,117.09581756591797
2025-11-13,117.76000213623047
2025-11-14,119.29000091552734
2025-11-17,117.68000030517578
2025-11-18,119.02999877929688
2025-11-19,117.3499984741211
2025-11-20,117.0199966430664
2025-11-21,117.08000183105469
2025-11-24,115.97000122070312
2025-11-25,114.51000213623047
2025-11-26,114.7699966430664
2025-11-28,115.91999816894531
2025-12-01,116.62999725341797
2025-12-02,115.37999725341797
2025-12-03,117.80000305175781
2025-12-04,117.13999938964844
2025-12-05,116.54000091552734
2025-12-08,115.9800033569336
2025-12-09,118.25
2025-12-10,119.54000091552734
2025-12-11,119.54000091552734
2025-12-12,118.81999969482422
2025-12-15,117.76000213623047
2025-12-16,114.68000030517578
2025-12-17,117.41000366210938
2025-12-18,116.54000091552734
2025-12-19,116.69000244140625
2025-12-22,118.1500015258789
2025-12-23,119.41999816894531
2025-12-24,119.22000122070312
2025-12-26,119.11000061035156
2025-12-29,120.52999877929688
2025-12-30,120.98999786376953
2025-12-31,120.33999633789062
