Date,V
2023-10-03,224.993896484375
2023-10-04,227.36370849609375
2023-10-05,229.58596801757812
2023-10-06,231.11997985839844
2023-10-09,230.5299835205078
2023-10-10,232.65399169921875
2023-10-11,231.74929809570312
2023-10-12,232.83094787597656
2023-10-13,233.70611572265625
2023-10-16,236.0661163330078
2023-10-17,237.17724609375
2023-10-18,233.5094757080078
2023-10-19,229.9104766845703
2023-10-20,229.48765563964844
2023-10-23,227.6685028076172
2023-10-24,230.73648071289062
2023-10-25,232.89979553222656
2023-10-26,227.4226837158203
2023-10-27,225.44622802734375
2023-10-30,229.19265747070312
2023-10-31,231.17897033691406
2023-11-01,234.60093688964844
2023-11-02,239.19305419921875
2023-11-03,239.5371856689453
2023-11-06,239.42904663085938
2023-11-07,240.68772888183594
2023-11-08,240.35267639160156
2023-11-09,238.11575317382812
2023-11-10,241.67311096191406
2023-11-13,241.1015625
2023-11-14,243.3384552001953
2023-11-15,244.49139404296875
2023-11-16,244.9446563720703
2023-11-17,245.92027282714844
2023-11-20,246.3242645263672
2023-11-21,248.5513153076172
2023-11-22,250.0195770263672
2023-11-24,250.5911102294922
2023-11-27,250.43344116210938
2023-11-28,249.25094604492188
2023-11-29,250.5221405029297
2023-11-30,252.93638610839844
2023-12-01,252.7097625732422
2023-12-04,250.72909545898438
2023-12-05,250.89659118652344
2023-12-06,250.58128356933594
2023-12-07,252.0889434814453
2023-12-08,252.01010131835938
2023-12-11,252.77874755859375
2023-12-12,255.7744140625
2023-12-13,258.55328369140625
2023-12-14,254.95652770996094
2023-12-15,254.26673889160156
2023-12-18,254.60174560546875
2023-12-19,256.19805908203125
2023-12-20,253.36012268066406
2023-12-21,255.75466918945312
2023-12-22,254.66090393066406
2023-12-26,255.3802490234375
2023-12-27,255.153564453125
2023-12-28,256.6021423339844
2023-12-29,256.55291748046875
2024-01-02,255.094482421875
2024-01-03,254.2174530029297
2024-01-04,255.82362365722656
2024-01-05,255.9025115966797
2024-01-08,258.7109375
2024-01-09,259.48944091796875
2024-01-10,260.7014465332031
2024-01-11,260.17919921875
2024-01-12,260.317138671875
2024-01-16,261.37158203125
2024-01-17,262.7413024902344
2024-01-18,264.229248046875
2024-01-19,266.9490051269531
2024-01-22,267.24462890625
2024-01-23,267.30377197265625
2024-01-24,267.6880798339844
2024-01-25,268.6340637207031
2024-01-26,264.0321960449219
2024-01-29,269.6687316894531
2024-01-30,273.1078796386719
2024-01-31,269.2746276855469
2024-02-01,273.00927734375
2024-02-02,273.13739013671875
2024-02-05,271.56072998046875
2024-02-06,272.7235412597656
2024-02-07,275.315185546875
2024-02-08,272.2645568847656
2024-02-09,272.9062805175781
2024-02-12,271.56365966796875
2024-02-13,272.294189453125
2024-02-14,274.0218811035156
2024-02-15,277.3983154296875
2024-02-16,275.0091247558594
2024-02-20,271.64263916015625
2024-02-21,273.2320861816406
2024-02-22,280.1329650878906
2024-02-23,279.98486328125
2024-02-26,280.52783203125
2024-02-27,279.5603942871094
2024-02-28,281.989013671875
2024-02-29,279.03717041015625
2024-03-01,279.550537109375
2024-03-04,276.9540100097656
2024-03-05,275.8187255859375
2024-03-06,276.8553466796875
2024-03-07,274.7129821777344
2024-03-08,276.4703369140625
2024-03-11,276.983642578125
2024-03-12,280.30084228515625
2024-03-13,281.50531005859375
2024-03-14,282.7590637207031
2024-03-15,279.4320373535156
2024-03-18,281.4164123535156
2024-03-19,283.6871032714844
2024-03-20,285.59246826171875
2024-03-21,286.6686096191406
2024-03-22,279.64923095703125
2024-03-25,277.6253662109375
2024-03-26,277.02313232421875
2024-03-27,275.4632873535156
2024-03-28,275.5224914550781
2024-04-01,274.7326965332031
2024-04-02,274.89068603515625
2024-04-03,273.4295349121094
2024-04-04,270.5072937011719
2024-04-05,273.6072692871094
2024-04-08,274.2193603515625
2024-04-09,273.1925964355469
2024-04-10,270.98114013671875
2024-04-11,272.1658630371094
2024-04-12,272.4422912597656
2024-04-15,267.8219299316406
2024-04-16,267.89105224609375
2024-04-17,269.2139587402344
2024-04-18,267.9107971191406
2024-04-19,266.3410949707031
2024-04-22,268.8586120605469
2024-04-23,270.6158447265625
2024-04-24,271.5142822265625
2024-04-25,271.6524658203125
2024-04-26,271.0206298828125
2024-04-29,268.37481689453125
2024-04-30,265.18597412109375
2024-05-01,263.91241455078125
2024-05-02,264.1986999511719
2024-05-03,265.0674743652344
2024-05-06,269.1942443847656
2024-05-07,272.9359130859375
2024-05-08,273.6565856933594
2024-05-09,274.98944091796875
2024-05-10,277.1613464355469
2024-05-13,275.82855224609375
2024-05-14,274.1995849609375
2024-05-15,277.9116516113281
2024-05-16,276.7840576171875
2024-05-17,277.0412292480469
2024-05-20,275.49835205078125
2024-05-21,272.9366149902344
2024-05-22,272.5706481933594
2024-05-23,271.2353515625
2024-05-24,271.4925231933594
2024-05-28,268.0208435058594
2024-05-29,265.9240417480469
2024-05-30,268.33734130859375
2024-05-31,269.4847106933594
2024-06-03,267.4273986816406
2024-06-04,269.44512939453125
2024-06-05,271.50244140625
2024-06-06,274.01470947265625
2024-06-07,275.626953125
2024-06-10,272.0365295410156
2024-06-11,271.67059326171875
2024-06-12,267.3680725097656
2024-06-13,268.22857666015625
2024-06-14,267.7043762207031
2024-06-17,268.20880126953125
2024-06-18,270.63201904296875
2024-06-20,273.7970886230469
2024-06-21,272.214599609375
2024-06-24,273.2827453613281
2024-06-25,270.5430603027344
2024-06-26,270.6123046875
2024-06-27,263.6788330078125
2024-06-28,259.603759765625
2024-07-01,260.36541748046875
2024-07-02,265.3009338378906
2024-07-03,266.0526428222656
2024-07-05,267.40765380859375
2024-07-08,263.4908752441406
2024-07-09,262.5413818359375
2024-07-10,260.1280212402344
2024-07-11,259.68292236328125
2024-07-12,262.83807373046875
2024-07-15,265.51849365234375
2024-07-16,266.3097839355469
2024-07-17,269.72210693359375
2024-07-18,266.21087646484375
2024-07-19,262.5611267089844
2024-07-22,264.78662109375
2024-07-23,261.8984680175781
2024-07-24,251.3944549560547
2024-07-25,250.96913146972656
2024-07-26,256.62664794921875
2024-07-29,258.7432861328125
2024-07-30,260.2269287109375
2024-07-31,262.7689208984375
2024-08-01,263.0260314941406
2024-08-02,263.6689147949219
2024-08-05,253.6396484375
2024-08-06,255.43978881835938
2024-08-07,253.71876525878906
2024-08-08,256.9926452636719
2024-08-09,257.4386291503906
2024-08-12,257.5674743652344
2024-08-13,257.8052978515625
2024-08-14,258.8063049316406
2024-08-15,264.41571044921875
2024-08-16,264.9905700683594
2024-08-19,264.0886535644531
2024-08-20,265.6446533203125
2024-08-21,265.8031921386719
2024-08-22,265.5455017089844
2024-08-23,265.04998779296875
2024-08-26,265.8130798339844
2024-08-27,268.3006591796875
2024-08-28,266.7843322753906
2024-08-29,271.8684997558594
2024-08-30,273.9001770019531
2024-09-03,276.05078125
2024-09-04,277.98333740234375
2024-09-05,276.13006591796875
2024-09-06,276.8733215332031
2024-09-09,283.05755615234375
2024-09-10,282.7900085449219
2024-09-11,281.4223327636719
2024-09-12,282.8197021484375
2024-09-13,284.78204345703125
2024-09-16,287.88409423828125
2024-09-17,288.9544372558594
2024-09-18,285.9019470214844
2024-09-19,282.6908874511719
2024-09-20,282.22509765625
2024-09-23,286.05059814453125
2024-09-24,270.3422546386719
2024-09-25,267.22039794921875
2024-09-26,269.261962890625
2024-09-27,272.7109375
2024-09-30,272.4928894042969
2024-10-01,275.119140625
2024-10-02,274.5245361328125
2024-10-03,274.3857727050781
2024-10-04,275.4461975097656
2024-10-07,271.3432312011719
2024-10-08,272.50274658203125
2024-10-09,274.45513916015625
2024-10-10,274.9903259277344
2024-10-11,275.35699462890625
2024-10-14,278.171630859375
2024-10-15,276.7940673828125
2024-10-16,284.9504699707031
2024-10-17,287.79486083984375
2024-10-18,288.0228271484375
2024-10-21,284.2864990234375
2024-10-22,282.24493408203125
2024-10-23,281.22412109375
2024-10-24,280.68896484375
2024-10-25,279.2123107910156
2024-10-28,281.6502685546875
2024-10-29,279.3609619140625
2024-10-30,287.5669250488281
2024-10-31,287.2596740722656
2024-11-01,288.1417541503906
2024-11-04,289.2418518066406
2024-11-05,290.6689453125
2024-11-06,304.6528625488281
2024-11-07,303.067138671875
2024-11-08,305.1186218261719
2024-11-11,308.14141845703125
2024-11-12,307.664794921875
2024-11-13,307.29742431640625
2024-11-14,306.0760498046875
2024-11-15,307.4562683105469
2024-11-18,309.95849609375
2024-11-19,309.6506652832031
2024-11-20,305.2221374511719
2024-11-21,307.7144470214844
2024-11-22,307.7342834472656
2024-11-25,310.98126220703125
2024-11-26,309.62091064453125
2024-11-27,312.4805908203125
2024-11-29,312.8578796386719
2024-12-02,314.4168395996094
2024-12-03,310.8025207519531
2024-12-04,307.7144470214844
2024-12-05,306.9001770019531
2024-12-06,308.8166198730469
2024-12-09,306.1257019042969
2024-12-10,310.17694091796875
2024-12-11,311.5769958496094
2024-12-12,312.013916015625
2024-12-13,312.52032470703125
2024-12-16,313.6622009277344
2024-12-17,316.05517578125
2024-12-18,307.5952453613281
2024-12-19,312.6593322753906
2024-12-20,315.4693298339844
2024-12-23,314.9828186035156
2024-12-24,318.38861083984375
2024-12-26,318.64678955078125
2024-12-27,316.41265869140625
2024-12-30,313.0862731933594
2024-12-31,313.8111267089844
2025-01-02,312.18267822265625
2025-01-03,312.6891174316406
2025-01-06,310.832275390625
2025-01-07,309.4719543457031
2025-01-08,310.3954162597656
2025-01-10,305.53985595703125
2025-01-13,304.7554626464844
2025-01-14,306.91015625
2025-01-15,314.0494079589844
2025-01-16,315.0126037597656
2025-01-17,317.3658752441406
2025-01-21,321.3476257324219
2025-01-22,321.278076171875
2025-01-23,325.8952941894531
2025-01-24,327.87127685546875
2025-01-27,332.1806945800781
2025-01-28,332.1210632324219
2025-01-29,333.5111999511719
2025-01-30,340.630615234375
2025-01-31,339.38946533203125
2025-02-03,343.3811340332031
2025-02-04,342.7158203125
2025-02-05,346.9755554199219
2025-02-06,345.0294189453125
2025-02-07,345.5655822753906
2025-02-10,348.7529602050781
2025-02-11,348.8325500488281
2025-02-12,349.5983581542969
2025-02-13,353.71612548828125
2025-02-14,351.9058837890625
2025-02-18,354.8102111816406
2025-02-19,353.3182678222656
2025-02-20,348.603759765625
2025-02-21,346.6543273925781
2025-02-24,347.97711181640625
2025-02-25,350.1951599121094
2025-02-26,348.7430419921875
2025-02-27,353.8255310058594
2025-02-28,360.7580261230469
2025-03-03,359.872802734375
2025-03-04,350.33441162109375
2025-03-05,350.781982421875
2025-03-06,342.3078308105469
2025-03-07,343.46160888671875
2025-03-10,339.64227294921875
2025-03-11,330.3525390625
2025-03-12,331.04876708984375
2025-03-13,326.7818298339844
2025-03-14,330.01434326171875
2025-03-17,332.7495422363281
2025-03-18,332.9683532714844
2025-03-19,338.0408935546875
2025-03-20,337.67291259765625
2025-03-21,333.8536071777344
2025-03-24,342.0193786621094
2025-03-25,342.765380859375
2025-03-26,342.3277282714844
2025-03-27,347.97711181640625
2025-03-28,341.0049133300781
2025-03-31,348.5739440917969
2025-04-01,344.4860534667969
2025-04-02,344.46612548828125
2025-04-03,337.5635070800781
2025-04-04,311.44482421875
2025-04-07,310.6391906738281
2025-04-08,306.6109619140625
2025-04-09,330.6409606933594
2025-04-10,322.863037109375
2025-04-11,331.6057434082031
2025-04-14,333.37615966796875
2025-04-15,334.00274658203125
2025-04-16,329.546875
2025-04-17,327.8361511230469
2025-04-21,318.3773193359375
2025-04-22,329.61651611328125
2025-04-23,332.5705261230469
2025-04-24,333.9033203125
2025-04-25,333.3662414550781
2025-04-28,335.6936340332031
2025-04-29,339.6820373535156
2025-04-30,343.640625
2025-05-01,340.6070556640625
2025-05-02,345.72930908203125
2025-05-05,346.76373291015625
2025-05-06,345.8288269042969
2025-05-07,347.96722412109375
2025-05-08,349.3795471191406
2025-05-09,350.6427307128906
2025-05-12,353.9349365234375
2025-05-13,354.8116760253906
2025-05-14,355.13043212890625
2025-05-15,360.9486389160156
2025-05-16,363.7581481933594
2025-05-19,366.52777099609375
2025-05-20,365.47174072265625
2025-05-21,356.96356201171875
2025-05-22,356.6347961425781
2025-05-23,352.2213439941406
2025-05-27,357.9598388671875
2025-05-28,358.3882751464844
2025-05-29,361.04827880859375
2025-05-30,363.8279113769531
2025-06-02,363.9573974609375
2025-06-03,364.495361328125
2025-06-04,366.6274108886719
2025-06-05,365.4019775390625
2025-06-06,368.839111328125
2025-06-09,365.2923889160156
2025-06-10,369.3173522949219
2025-06-11,371.9176025390625
2025-06-12,370.01470947265625
2025-06-13,351.5339050292969
2025-06-16,354.15411376953125
2025-06-17,356.50531005859375
2025-06-18,339.1104431152344
2025-06-20,337.30718994140625
2025-06-23,342.4678649902344
2025-06-24,350.3184509277344
2025-06-25,343.97222900390625
2025-06-26,344.7393493652344
2025-06-27,347.3097229003906
2025-06-30,353.7257080078125
2025-07-01,354.1441345214844
2025-07-02,352.8988037109375
2025-07-03,357.521484375
2025-07-07,355.3097839355469
2025-07-08,353.2275695800781
2025-07-09,356.4256286621094
2025-07-10,354.5526428222656
2025-07-11,346.63226318359375
2025-07-14,349.1926574707031
2025-07-15,345.72564697265625
2025-07-16,348.59490966796875
2025-07-17,348.5052490234375
2025-07-18,347.7480773925781
2025-07-21,349.63104248046875
2025-07-22,350.5475769042969
2025-07-23,353.96484375
2025-07-24,352.6497497558594
2025-07-25,355.70831298828125
2025-07-28,354.1441345214844
2025-07-29,349.979736328125
2025-07-30,349.6011657714844
2025-07-31,344.18145751953125
2025-08-01,338.0842590332031
2025-08-04,340.8738098144531
2025-08-05,336.17144775390625
2025-08-06,338.4728088378906
2025-08-07,330.8513488769531
2025-08-08,335.52386474609375
2025-08-11,334.64715576171875
2025-08-12,336.0743103027344
2025-08-13,341.8728332519531
2025-08-14,344.8070068359375
2025-08-15,343.7890319824219
2025-08-18,342.06243896484375
2025-08-19,341.7730407714844
2025-08-20,343.2500915527344
2025-08-21,343.0105895996094
2025-08-22,349.3480224609375
2025-08-25,348.13043212890625
2025-08-26,350.4857482910156
2025-08-27,349.65740966796875
2025-08-28,349.1683654785156
2025-08-29,351.0845947265625
2025-09-02,349.3779602050781
2025-09-03,350.1763916015625
2025-09-04,350.296142578125
2025-09-05,342.54150390625
2025-09-08,341.6233215332031
2025-09-09,343.3099670410156
2025-09-10,337.4515686035156
2025-09-11,342.81097412109375
2025-09-12,338.7590026855469
2025-09-15,338.3797302246094
2025-09-16,339.3578186035156
2025-09-17,345.515625
2025-09-18,337.511474609375
2025-09-19,340.9346618652344
2025-09-22,343.6792297363281
2025-09-23,338.03045654296875
2025-09-24,338.0104675292969
2025-09-25,334.26788330078125
2025-09-26,336.70306396484375
2025-09-29,339.487548828125
2025-09-30,340.70513916015625
2025-10-01,347.1423645019531
2025-10-02,345.26611328125
2025-10-03,349.1484069824219
2025-10-06,348.58953857421875
2025-10-07,351.72332763671875
2025-10-08,350.6654052734375
2025-10-09,346.3539733886719
2025-10-10,342.97064208984375
2025-10-13,342.621337890625
2025-10-14,347.6913146972656
2025-10-15,345.0066223144531
2025-10-16,334.7369689941406
2025-10-17,341.2141418457031
2025-10-20,343.7291564941406
2025-10-21,346.52362060546875
2025-10-22,344.67724609375
2025-10-23,345.2760925292969
2025-10-24,346.69329833984375
2025-10-27,347.1324157714844
2025-10-28,346.2142333984375
2025-10-29,340.6053466796875
2025-10-30,344.3479309082031
2025-10-31,340.06640625
2025-11-03,336.2340087890625
2025-11-04,339.62725830078125
2025-11-05,339.3677978515625
2025-11-06,336.29388427734375
2025-11-07,335.3557434082031
2025-11-10,334.18804931640625
2025-11-11,338.2500305175781
2025-11-12,338.8800048828125
2025-11-13,336.0799865722656
2025-11-14,330.0199890136719
2025-11-17,325.75
2025-11-18,321.17999267578125
2025-11-19,324.1199951171875
2025-11-20,323.7699890136719
2025-11-21,327.9800109863281
2025-11-24,329.29998779296875
2025-11-25,334.5299987792969
2025-11-26,333.7900085449219
2025-11-28,334.44000244140625
2025-12-01,330.3900146484375
2025-12-02,329.6199951171875
2025-12-03,329.6099853515625
2025-12-04,327.1000061035156
2025-12-05,331.239990234375
2025-12-08,326.8399963378906
2025-12-09,326.5
2025-12-10,325.7300109863281
2025-12-11,345.6300048828125
2025-12-12,347.8299865722656
2025-12-15,346.8900146484375
2025-12-16,345.1099853515625
2025-12-17,344.4100036621094
2025-12-18,346.010009765625
2025-12-19,349.25
2025-12-22,352.0899963378906
2025-12-23,353.3800048828125
2025-12-24,355.1400146484375
2025-12-26,355.0
2025-12-29,354.6099853515625
2025-12-30,353.6199951171875
2025-12-31,350.7099914550781
